ID seznama predvajanja,ID kanala,Čas ustvarjanja,Čas posodobitve,Naslov,Opis,Vidnost
9LCy7a_rnSA,2016-03-13 01:43:27 UTC
tcurUYIgGQg,2016-03-13 00:53:51 UTC
2Hj39Si8jgY,2016-03-11 12:21:49 UTC
HtVSz9CUeDI,2016-03-11 12:12:26 UTC
wOhj0TuTZYs,2016-03-09 22:31:30 UTC
EQAwhiAweNw,2016-03-09 22:27:03 UTC
1Wpu8eZ5STU,2016-03-07 22:51:05 UTC
nOqYL3kubG4,2016-03-07 20:32:43 UTC
4gfkNK7wsvk,2016-03-07 06:53:46 UTC
5DbAj0V5SI4,2016-03-06 22:37:59 UTC
5EJw7bmGcr4,2016-03-06 21:18:34 UTC
ngsMYEJ_grc,2016-03-06 19:35:06 UTC
9I9Q4qM9NCk,2016-03-05 00:15:31 UTC
GI7lkJ5cs74,2016-03-03 14:19:19 UTC
b_XJgFCI9nU,2016-03-02 17:08:19 UTC
UzkFULIpaBs,2016-03-01 22:46:13 UTC
tsssEFO7e8M,2016-03-01 21:30:31 UTC
VcmK4Hm0v9I,2016-03-01 20:54:01 UTC
_PMb8bfAXtE,2016-03-01 19:05:37 UTC
zuB-eVg1Kh4,2016-03-01 17:05:13 UTC
uVtQXLKc5Q4,2016-03-01 14:19:11 UTC
1GaSokEPblg,2016-02-29 21:20:25 UTC
1fbWIHnAkPw,2016-02-28 23:38:27 UTC
rh3Ybo-ayAo,2016-02-28 23:28:34 UTC
_XDKWWRF_iY,2016-02-28 21:52:58 UTC
J4Xe6q9o2_k,2016-02-28 21:46:25 UTC
vjXNvLDkDTA,2016-02-28 21:10:45 UTC
ugjeV37LZEI,2016-02-28 20:49:16 UTC
jh9CEF-AeBs,2016-02-27 19:53:28 UTC
Mde1j-j-GUs,2016-02-27 19:42:43 UTC
NFd2ui5prfM,2016-02-25 22:13:30 UTC
xptAc9cCwaU,2016-02-25 20:02:16 UTC
17-WYMKaHb8,2016-02-24 23:44:50 UTC
hneHWGXutA4,2016-02-24 23:42:07 UTC
3Xeag0vd7s0,2016-02-24 23:26:09 UTC
C2L-rrQ6brc,2016-02-24 12:22:57 UTC
v1Zju9dbP5M,2016-02-24 12:12:04 UTC
54nnfEo_d5s,2016-02-24 11:05:51 UTC
8kiuURIIrI0,2016-02-23 22:58:09 UTC
CX0vT91MgeE,2016-02-23 22:54:53 UTC
0ao8aDMGhcg,2016-02-23 22:37:14 UTC
 -Wx1k-osEmc,2016-02-23 22:32:17 UTC
nb0ssFOUnO8,2016-02-23 21:07:06 UTC
YHTpGgaXHOg,2016-02-23 20:50:31 UTC
bb8yawACyMk,2016-02-23 20:46:52 UTC
l1viYnSUds0,2016-02-23 20:46:29 UTC
FR9Jl4so-S8,2016-02-23 20:44:20 UTC
DJajLlnnwuU,2016-02-23 19:34:35 UTC
Dqs5DLgNw4g,2016-02-23 19:31:27 UTC
HxY1QupvJO0,2016-02-23 19:00:05 UTC
sF2tCY281Rk,2016-02-23 16:53:14 UTC
LtRzuPgMu4c,2016-02-22 22:23:38 UTC
4zb0tELr6Ic,2016-02-21 23:56:00 UTC
D4iTPXuPvj4,2016-02-21 23:39:08 UTC
PF20mRKhAz8,2016-02-21 23:35:24 UTC
uGhMYWHCylk,2016-02-21 12:42:38 UTC
xgXK8q6QGZo,2016-02-21 00:27:20 UTC
f3--gf32b94,2016-02-21 00:23:38 UTC
QO36MMmoscI,2016-02-20 22:43:38 UTC
ommH7eDdoKE,2016-02-20 22:27:35 UTC
OQF7bNaZdbg,2016-02-20 19:29:03 UTC
ZHpmUrjmDfA,2016-02-20 13:48:25 UTC
rJAYrqhLzyA,2016-02-19 17:06:12 UTC
Ho6BpJyqWvM,2016-02-19 16:22:24 UTC
w2ugn8wyFlc,2016-02-19 01:05:31 UTC
_WSV8Y-MFFg,2016-02-19 00:54:29 UTC
NpM-t9leE4A,2016-02-18 22:24:05 UTC
euoAC2rtNFw,2016-02-17 01:37:24 UTC
583fuy3EtfQ,2016-02-15 16:12:47 UTC
F_rCQEtlCtU,2016-02-15 10:56:52 UTC
UNZqzAqvOKI,2016-02-15 00:25:16 UTC
qQHTNFhzpiI,2016-02-15 00:20:04 UTC
TcgQ9NCcTpA,2016-02-14 21:52:23 UTC
IjduQsrzwzo,2016-02-14 14:30:44 UTC
s-RdCBAS81I,2016-02-13 21:28:42 UTC
2jU1-mtvgdY,2016-02-12 23:17:52 UTC
CbcWjigm6Y8,2016-02-11 23:29:38 UTC
xmSOoCv3ju0,2016-02-11 22:02:31 UTC
Pcyy3jZ9XkA,2016-02-11 21:32:00 UTC
2QOx7vmjV2E,2016-02-10 13:25:47 UTC
J0RNHy_nAg4,2016-02-10 12:17:42 UTC
vbmsF_i0XmM,2016-02-08 23:49:32 UTC
kPF31GMvx1A,2016-02-08 23:36:31 UTC
ay6aPAGNvzo,2016-02-08 19:11:33 UTC
hOU1ZXXor7s,2016-02-08 11:15:31 UTC
_j-Xx6eBMPA,2016-02-07 14:11:08 UTC
ufTwMQFAnNk,2016-02-05 23:56:24 UTC
HiIgz0Mu41Y,2016-02-03 21:50:14 UTC
vOfYCotNxPM,2016-02-02 12:01:48 UTC
S7arapVW81I,2016-02-01 23:32:16 UTC
4PJbeO1NzZ4,2016-02-01 22:29:13 UTC
LjU2RUBhERU,2016-02-01 22:18:52 UTC
c7S8E339Ef0,2016-02-01 21:44:26 UTC
Y2Pz42GKGHM,2016-01-31 21:31:15 UTC
XSEeE9WkA3E,2016-01-31 09:33:13 UTC
dELZAX-I7FU,2016-01-19 15:07:55 UTC
Ae1fqr5M-dM,2016-01-18 00:17:50 UTC
e8Z9G55ieHw,2016-01-17 23:44:53 UTC
jwu1dus3tPw,2016-01-17 22:48:26 UTC
ryxmwDVGOu0,2016-01-15 14:00:29 UTC
8hIgJTyvGBM,2016-01-15 05:06:34 UTC
aJrXYVf_rxY,2016-01-13 22:52:31 UTC
NSp2_b_gmH4,2016-01-12 23:11:36 UTC
CZTSFbgG6TM,2016-01-11 22:55:37 UTC
skkRjmP4WJ8,2016-01-11 20:43:48 UTC
a-C8iTyfJJw,2016-01-11 20:19:02 UTC
9N4gKX93PJU,2016-01-11 20:05:16 UTC
jqBxsLSrd-Y,2016-01-10 22:58:17 UTC
dHY2-1Pca6Q,2016-01-10 22:38:51 UTC
u4vqmy-cw60,2016-01-07 21:56:44 UTC
7gsQxtilH2o,2016-01-06 22:16:15 UTC
ei8XRCt1sWk,2016-01-06 22:06:22 UTC
of2MzUOwi1M,2016-01-06 21:50:16 UTC
4WyahP0DrXE,2016-01-05 22:43:19 UTC
0mcWuN8JKU8,2016-01-05 17:15:37 UTC
vDQuFkpwPV0,2016-01-05 13:35:45 UTC
Thfq3ztuUCs,2016-01-05 13:31:53 UTC
rFMYUL6TxF0,2016-01-03 23:15:08 UTC
OLYeAnZ2goU,2016-01-03 23:14:27 UTC
zysrVifi9ls,2016-01-03 16:39:43 UTC
_ABTbXU-SWY,2016-01-03 01:50:21 UTC
sSJ5PgUx0Zg,2016-01-01 15:42:25 UTC
Oji9sBvdU7o,2016-01-01 12:16:45 UTC
LVsiMBp4m7c,2016-01-01 05:35:55 UTC
ENcvLySoqdg,2015-12-31 17:24:28 UTC
1zfN0ORVvSU,2015-12-31 11:02:19 UTC
9fC5_sSSKZI,2015-12-31 02:08:49 UTC
FL0YwYF9aXk,2015-12-30 12:15:42 UTC
5oykbxb-CNc,2015-12-29 23:56:33 UTC
eaeJgsiYONw,2015-12-29 23:52:29 UTC
kZvpftoIn0s,2015-12-29 02:11:22 UTC
40WOjbj616o,2015-12-28 00:28:15 UTC
92EC0jWKGkY,2015-12-26 10:00:02 UTC
v_xvLTei3fc,2015-12-25 00:02:23 UTC
Zh3mUmpFMDI,2015-12-21 22:00:28 UTC
2jzw0bw4aCk,2015-12-20 21:03:20 UTC
GWupLPezHS0,2015-12-12 11:03:51 UTC
kDd3ESUyy3Y,2015-12-11 20:07:06 UTC
HciSWc56CIg,2015-12-10 18:32:18 UTC
WiSiiIBnuUs,2015-12-08 22:34:36 UTC
XB3t4p_YHnc,2015-12-08 21:08:25 UTC
9cppFF6Fw7Y,2015-12-08 12:20:02 UTC
0zXvje5cdN4,2015-12-07 22:56:39 UTC
Nza4PsEb3ag,2015-12-06 12:58:55 UTC
5VLdw5GhHJE,2015-12-05 23:20:51 UTC
KDd2_CxSF0k,2015-12-05 22:19:13 UTC
76jfak44Jxc,2015-12-04 16:45:48 UTC
t1MbfxmVF6s,2015-12-04 15:58:56 UTC
tQhkV7djbfg,2015-12-04 12:28:28 UTC
Uztqz_RpLio,2015-12-03 19:55:09 UTC
OrMI6d25wYQ,2015-12-03 17:04:54 UTC
FfIO5qr1pxM,2015-12-03 17:03:57 UTC
1iP7cLXA64Q,2015-12-03 17:03:55 UTC
nsm30-w3u1g,2015-12-03 16:58:36 UTC
3dvGF6GExUI,2015-12-02 22:29:33 UTC
__I_8lpM0z8,2015-12-02 21:23:00 UTC
ukPx6LMnkyk,2015-12-02 21:16:26 UTC
9akMEzMWAgs,2015-12-01 16:22:22 UTC
AnBq09pQpcc,2015-11-30 22:07:24 UTC
od-csvVfeaQ,2015-11-30 19:56:59 UTC
r5uwrZAQlL0,2015-11-29 23:02:21 UTC
enQZG7GCtac,2015-11-29 22:26:15 UTC
A-RQ3IFFiFU,2015-11-26 22:46:40 UTC
8acOSjd2mhg,2015-11-25 18:10:48 UTC
k9cKZiJw6Pk,2015-11-25 12:28:31 UTC
d4qYTS1ccz8,2015-11-24 20:08:46 UTC
KO25JYAaJC0,2015-11-18 11:48:22 UTC
a84gbA5sJlU,2015-11-14 13:10:18 UTC
Uvw8utKgM20,2015-11-10 20:00:04 UTC
UKUTh_DRNQA,2015-11-09 18:06:33 UTC
rOfKbAhufI0,2015-10-29 09:26:27 UTC
lvD7odc2o10,2015-10-28 13:27:40 UTC
plC1-Z34cNE,2015-10-09 14:07:27 UTC
WGNGXXM_PvU,2015-09-25 17:15:49 UTC
2PiO6Pwmmzc,2015-08-29 17:41:06 UTC
cm3XuaQ25GQ,2015-08-29 17:38:36 UTC
WBMEl6Nlq0E,2015-08-25 16:05:39 UTC
KE7PUwh0-FE,2015-08-24 18:44:12 UTC
HHoJSgq6mqc,2015-08-23 13:28:48 UTC
etg1eAZBr7M,2015-08-22 14:00:12 UTC
HtkedATt6cY,2015-08-17 21:55:49 UTC
sGFcpEKivf8,2015-08-16 19:19:49 UTC
dSKemJSAJGQ,2015-08-16 16:21:12 UTC
XlxzeG7TfVo,2015-08-14 22:04:11 UTC
QimKQq2u15M,2015-08-03 07:37:59 UTC
CcR3bGqUUK0,2015-07-26 21:44:56 UTC
Guj01FhE3PM,2015-07-20 22:12:35 UTC
Qtg2uS9Xvrc,2015-07-19 20:28:45 UTC
bkRxQ9CEAQc,2015-07-16 08:53:43 UTC
fQf7MCkVILs,2015-07-03 09:11:38 UTC
tQctchHgRqI,2015-06-29 12:03:47 UTC
_nMRNt_MB-0,2015-06-28 23:51:33 UTC
nRAIkPjT3Nc,2015-06-19 14:28:58 UTC
lvsFBR_TzoQ,2015-06-19 14:28:35 UTC
5Cfxj9k6NOg,2015-06-19 13:32:13 UTC
yDv1LPz3XrQ,2015-06-17 19:07:46 UTC
mebjEC-I6t0,2015-06-17 19:06:54 UTC
sid_tR5MJ1U,2015-06-17 19:00:39 UTC
Kx-6hHvj50Q,2015-06-17 18:25:16 UTC
SMTwpXZXrs4,2015-06-17 16:40:51 UTC
tg_PXT6FT5I,2015-06-16 19:47:24 UTC
 -ETL6aV0NwI,2015-05-29 08:34:38 UTC
jT7S3ua2mFM,2015-05-28 08:25:00 UTC
Hk793pl8Fuc,2015-05-26 20:02:11 UTC
_QDUx1E14XU,2015-05-25 14:39:54 UTC
f9xbLEbeTKQ,2015-05-18 08:51:29 UTC
hrsuy1Dz17s,2015-05-18 08:50:32 UTC
gka82Ixdzk4,2015-05-12 15:32:50 UTC
WC5yQSw7K8g,2015-05-10 13:15:28 UTC
ThlQjBkf1z8,2015-05-04 20:48:12 UTC
IHiw0n5qypc,2015-05-02 20:19:33 UTC
n2ZwUCWokfI,2015-04-30 08:41:58 UTC
eZNv8coD-6A,2015-04-25 22:59:10 UTC
Iz4cw9Jp0Iw,2015-04-22 20:55:24 UTC
_guFZJ-SccA,2015-04-19 20:53:48 UTC
aG_Wm9dhI1Y,2015-04-13 11:08:37 UTC
b50DA9Pj3_4,2015-04-10 21:01:03 UTC
yTDTtwGxqgI,2015-04-10 20:28:01 UTC
iiLOsajHn-E,2015-04-08 19:41:56 UTC
VLTkURVPZ6g,2015-04-04 23:57:13 UTC
oom7-W2FmAY,2015-04-01 20:07:11 UTC
0fX1N-3AkcQ,2015-03-31 21:25:35 UTC
YTGLLkdAH28,2015-03-29 21:15:46 UTC
hGvwi6z67R4,2015-03-29 09:55:23 UTC
IwM3C9GcGaY,2015-03-22 21:30:07 UTC
trlMkNWIPpo,2015-03-22 18:57:49 UTC
Cfm6UlLdzMY,2015-03-22 18:56:11 UTC
lwyuWPFK8wI,2015-03-21 15:51:36 UTC
A7umNRz7gYc,2015-03-18 23:32:06 UTC
rYz_vYkvSKw,2015-03-16 20:10:06 UTC
qHOcThB28Qc,2015-03-15 15:08:48 UTC
hUbTjJqft-Y,2015-03-15 15:06:22 UTC
PDro9gzMnL8,2015-03-15 08:54:31 UTC
bV0uI2FANmE,2015-03-14 23:16:15 UTC
VX8qtDfsqGM,2015-03-04 20:22:08 UTC
lEe8nam2vlc,2015-03-02 22:36:05 UTC
XJhdwJvU1AQ,2015-02-26 01:05:15 UTC
zdBgEt6NbW0,2015-02-22 13:31:02 UTC
CwBvziKevTA,2015-02-22 00:06:48 UTC
ULpSps4GYPw,2015-02-17 13:45:20 UTC
6DRwOvalo74,2015-02-13 21:48:08 UTC
b9JElNHMWEk,2015-02-12 20:58:57 UTC
SbInlXwN2IM,2015-02-06 22:03:56 UTC
fmQ2jdiDHVQ,2015-02-05 21:04:26 UTC
FaQj9uwFGAs,2015-02-03 21:19:09 UTC
Rfhiy06TRIM,2015-02-02 21:53:30 UTC
pl4nkzKPfgQ,2015-02-02 19:13:23 UTC
p_UCI9pSBqY,2015-02-01 16:38:37 UTC
kzz4xhfL94A,2015-01-31 23:29:53 UTC
tmxP749LYYQ,2015-01-31 00:09:04 UTC
M_KBxlSapIM,2015-01-29 21:38:41 UTC
7ancPkd_p1Q,2015-01-28 22:35:23 UTC
i9mCLFYYVjo,2015-01-28 12:52:08 UTC
eokxVD9Ucfk,2015-01-27 21:09:23 UTC
LJYxqY9_Un0,2015-01-27 21:04:33 UTC
TPhiP927SJY,2015-01-27 21:04:30 UTC
_xrkMPXPhEs,2015-01-27 11:02:11 UTC
US6DorLvNuY,2015-01-23 21:34:26 UTC
YnwVHcg25MU,2015-01-22 21:46:28 UTC
3zrPfxv7Wec,2015-01-19 21:59:52 UTC
MpaQZT13m24,2015-01-19 20:56:42 UTC
CSGIT0AIz2I,2015-01-19 19:30:06 UTC
C13l3OOPQlc,2015-01-18 19:57:35 UTC
0AZP7JLb92g,2015-01-18 19:55:54 UTC
J7IQC-VEQw4,2015-01-18 10:52:31 UTC
Uah7eWUiQZs,2015-01-17 17:54:51 UTC
YvoXHmK4hw4,2015-01-16 23:29:25 UTC
jXe_59-0Kww,2015-01-16 20:33:16 UTC
hWfE5KmK-Hs,2015-01-16 20:33:04 UTC
_w1Df89Nhfo,2015-01-16 20:32:52 UTC
RUupJSvkS4E,2015-01-15 11:49:45 UTC
uvGxPC6Po3k,2015-01-15 11:48:02 UTC
nVgscLQ7zsg,2015-01-15 11:25:42 UTC
7w_gSvATP9A,2015-01-15 08:42:46 UTC
v0kVEiHogEQ,2015-01-14 18:17:22 UTC
Tz4KNvqh9cg,2015-01-11 22:30:37 UTC
geCZyQAm7xo,2015-01-11 08:41:12 UTC
md5V3I83naw,2015-01-11 08:40:37 UTC
IVE_12OKqO0,2015-01-11 08:40:06 UTC
70AmCnh0iWs,2015-01-07 22:54:50 UTC
l0L9llCT_u8,2014-12-30 14:31:04 UTC
ctWJeWhApZE,2014-12-30 10:27:50 UTC
_7YFaw2NJgU,2014-12-30 03:01:10 UTC
t3e_sOJxjzk,2014-12-30 02:48:48 UTC
ysJ7mTBiwvQ,2014-12-30 02:37:43 UTC
sVXNN5h4tTU,2014-12-30 02:31:21 UTC
J5Bkn8rIy3s,2014-12-27 03:30:38 UTC
xGKzEgxmqdI,2014-12-24 23:12:35 UTC
eIsZAV5_sZI,2014-12-21 22:35:37 UTC
2f3_vCJf4Tg,2014-12-21 21:54:17 UTC
2w-Vi9b-Zqw,2014-12-21 20:39:50 UTC
cW_OhTBOsSY,2014-12-21 20:39:34 UTC
ZuqVLkJHQb4,2014-12-21 20:39:26 UTC
AhiJ4m9zs68,2014-12-21 20:39:17 UTC
bSzqH_2X5ss,2014-12-19 20:06:58 UTC
T_xXkF5tqs8,2014-12-18 21:54:56 UTC
rdFplXRNMAA,2014-12-18 18:18:34 UTC
hx8nifx8m9Y,2014-12-18 15:05:48 UTC
O5YCcyIRXog,2014-12-17 08:06:08 UTC
6LcTbYiDPuU,2014-12-15 21:27:57 UTC
59YNCoowUWU,2014-12-11 19:31:03 UTC
OUdhWd8x9bg,2014-12-09 22:03:13 UTC
XaeQ_Mk2shA,2014-12-02 14:44:34 UTC
3ByVfE3DTWA,2014-12-02 14:35:15 UTC
EN0iUJ0j6h4,2014-11-29 15:47:52 UTC
5QMYJHzw1-E,2014-11-24 15:59:58 UTC
YG-vC3i0_Dw,2014-11-23 11:59:47 UTC
FTO1LYoLjRw,2014-11-17 16:32:20 UTC
aV8_BtV6nfA,2014-11-17 15:56:14 UTC
EX7iqALDwnY,2014-11-17 15:55:11 UTC
eEL2VhuyhWQ,2014-11-12 18:24:24 UTC
fMwKCCy29eY,2014-11-10 19:11:18 UTC
_SB8045-s4g,2014-11-10 15:53:24 UTC
roRLo9JwztI,2014-11-08 21:42:00 UTC
r2NhH_bWs9c,2014-11-08 21:41:43 UTC
TmI94h-H-5c,2014-11-08 16:44:51 UTC
395Jmr8VEJc,2014-11-02 13:53:45 UTC
2DL5R2_QHsE,2014-11-02 12:56:47 UTC
z3KyARzQoyE,2014-11-01 15:41:07 UTC
NAsHLKaG3yg,2014-11-01 11:25:23 UTC
mbNJVzrbRHI,2014-10-31 15:41:59 UTC
SZyqp30kbDw,2014-10-25 12:11:11 UTC
kJ0Fx0V2mSE,2014-10-25 12:10:45 UTC
j1jH-cbWPPg,2014-10-25 12:10:20 UTC
psVvIIfmOtI,2014-10-25 12:10:09 UTC
z7XaGUlyQ9Y,2014-10-25 12:10:06 UTC
wezPXNY4JRQ,2014-10-25 12:09:15 UTC
qbzRWNVN8kc,2014-10-25 12:07:30 UTC
QK-i3FeK6tw,2014-10-19 16:40:25 UTC
0DBx38dz0ZQ,2014-10-19 16:39:38 UTC
mjnXiQbRp8w,2014-10-18 14:40:44 UTC
UXXPFlMzRhA,2014-10-18 14:02:42 UTC
17qPV2yYUdY,2014-10-17 19:38:01 UTC
QqihZtLCBzI,2014-10-17 19:37:58 UTC
Cdd05YWpmYg,2014-10-16 14:39:28 UTC
gZvAWYsMcnY,2014-10-16 14:39:19 UTC
a9mKze5WoPw,2014-10-13 19:21:18 UTC
ZzF2rHhJGCg,2014-10-13 19:21:13 UTC
XEVdTRrhlh4,2014-10-13 19:21:10 UTC
blrnJcKFgRU,2014-10-13 19:21:06 UTC
Ms4_0PQTOrg,2014-10-13 19:20:38 UTC
PcOJSxq_VXE,2014-10-10 13:48:23 UTC
_7-kSdJEW6I,2014-10-10 13:48:21 UTC
BjfpjdKfrWg,2014-10-10 13:48:16 UTC
9Pld28keJ98,2014-10-10 13:48:05 UTC
KPzF85g38uM,2014-10-10 13:48:02 UTC
Ekh5V2Dl75s,2014-10-10 13:48:00 UTC
eDM40Lz-DcA,2014-10-10 13:47:57 UTC
qP5a-9nyjz0,2014-10-10 13:47:53 UTC
aooS99HFmRQ,2014-10-10 13:47:35 UTC
1VzvNPFWe90,2014-10-10 13:47:26 UTC
kXM27k9zQwg,2014-10-10 13:47:12 UTC
01zp4PNLQOc,2014-10-10 13:47:06 UTC
VVODGoEuvqY,2014-10-10 13:46:42 UTC
tCqkh5m853U,2014-10-10 13:46:38 UTC
7UyFvNCeJLE,2014-10-10 13:46:31 UTC
qAfTYlAPLv4,2014-10-10 13:46:28 UTC
3L2RsUA1K8Y,2014-10-10 13:46:11 UTC
eeb_lGduVkA,2014-10-10 13:46:06 UTC
A_eBHCFwRjo,2014-10-10 13:46:02 UTC
Z6Eq6_97LXU,2014-10-10 13:45:59 UTC
SN1w1XQDG6Q,2014-10-10 13:45:48 UTC
Qx8oiovLEME,2014-10-10 13:45:42 UTC
HW4RQhQIoQw,2014-10-10 13:45:32 UTC
d0qT9sENd-0,2014-09-27 22:17:32 UTC
pOo8n2qqiy4,2014-09-23 20:17:12 UTC
VEJY_MhOVks,2014-08-13 19:03:22 UTC
Mw--pd6JNR4,2014-08-04 19:49:30 UTC
gONjoGe28K8,2014-07-31 19:45:19 UTC
WG7UJbdHIns,2014-07-31 09:19:48 UTC
xn7V2z3VnP0,2014-07-29 11:32:40 UTC
 -u0FiM7Kwyg,2014-07-23 22:03:29 UTC
6hPwuc-mR4g,2014-07-01 18:14:05 UTC
SgCTRQac42c,2014-07-01 18:13:58 UTC
1xMIOU2n4iM,2014-07-01 18:13:42 UTC
eMy9BKBJLlw,2014-06-28 20:43:08 UTC
XdGY9YEJSks,2014-06-28 13:01:24 UTC
Yr14Io0wsiU,2014-06-27 19:06:02 UTC
I_ge9dEVq-8,2014-06-25 12:54:50 UTC
zSl45w664dQ,2014-06-24 22:26:17 UTC
6_K10LvNzG0,2014-06-24 21:43:11 UTC

